Month,L,M,S,P3,P10,P15,P25,P50,P75,P85,P90,P97,P99.9
167,-0.294712426,50.73785616,0.197753722,35.64988329,39.7360445,41.58191694,44.51580597,50.73785616,58.13381842,62.68249006,66.02725183,75.23485588,99.52993967
168,-0.282202468,51.2934147,0.196885364,36.06631804,40.19818804,42.06276904,45.02388274,51.2934147,58.72771942,63.29030491,66.64065856,75.84369077,99.99183183
169,-0.27044398,51.84157502,0.195916298,36.4863763,40.66113381,42.54309324,45.5292667,51.84157502,59.308641,63.88182367,67.2354255,76.42801421,100.4197899
170,-0.25950386,52.38142034,0.194852135,36.90953982,41.12418554,43.02212969,46.03111904,52.38142034,59.87572658,64.4563035,67.8109277,76.98765844,100.8155025
171,-0.24942813,52.91200653,0.193701702,37.33498654,41.58641506,43.49892043,46.52845735,52.91200653,60.4282247,65.01318209,68.36677226,77.52280941,101.1811665
172,-0.240245614,53.43238497,0.192473089,37.76185277,42.04687237,43.97249251,47.0202921,53.43238497,60.96535458,65.55183618,68.90247391,78.03343795,101.5181954
173,-0.231994462,53.94178686,0.19117394,38.18940382,42.50474853,44.44202011,47.50579106,53.94178686,61.48654157,66.0718637,69.41777886,78.5197708,101.8283028
174,-0.224718859,54.43974337,0.189815328,38.61685303,42.95926594,44.90674975,47.98426322,54.43974337,61.99171694,66.57350225,69.91317413,78.98306423,102.1150522
175,-0.21846547,54.92652469,0.188406788,39.0439896,43.41027393,45.36657641,48.45569808,54.92652469,62.48160293,67.05780274,70.38997186,79.42541296,102.3827678
176,-0.213291368,55.4030932,0.18695469,39.47128787,43.85831799,45.82209397,48.9207855,55.4030932,62.95758529,67.52645254,70.85009663,79.84944157,102.636002
177,-0.209248033,55.87016152,0.185465957,39.89895956,44.30368815,46.27364334,49.3799652,55.87016152,63.42078952,67.98086622,71.29518808,80.25744481,102.8787966
178,-0.206322994,56.32843176,0.183949318,40.32690444,44.74647007,46.72140358,49.83357447,56.32843176,63.87237978,68.42249581,71.72690777,80.65163578,103.1144706
179,-0.20447304,56.77827415,0.18241444,40.75461138,45.18637376,47.16519067,50.28160311,56.77827415,64.31317703,68.8524283,72.1465295,81.03375136,103.3454939
180,-0.203627848,57.21962139,0.180870981,41.1811567,45.62270435,47.60441562,50.72363123,57.21962139,64.74350297,69.27119969,72.55473212,81.40478988,103.5731071
181,-0.203687243,57.65213647,0.179326222,41.60549385,46.05462664,48.03833541,51.15905627,57.65213647,65.16326491,69.67882341,72.95158413,81.76486654,103.7967889
182,-0.204555469,58.07542747,0.177785466,42.0266653,46.48136098,48.46624587,51.58728613,58.07542747,65.57223215,70.07512275,73.33692568,82.11376629,104.0154686
183,-0.206124692,58.48917523,0.176253856,42.44373371,46.902169,48.88749175,52.00778775,58.48917523,65.97025226,70.45999824,73.7106718,82.45133724,104.2280965
184,-0.208314084,58.89332901,0.174737179,42.85595129,47.31651081,49.30162332,52.42024859,58.89332901,66.35752656,70.83377174,74.07321576,82.77809321,104.4349846
185,-0.211102061,59.28811362,0.17324471,43.2626167,47.72392075,49.70828621,52.82449577,59.28811362,66.73476291,71.19744863,74.42578035,83.09584437,104.6393691
186,-0.214472358,59.67380631,0.17178435,43.66316082,48.12404676,50.10723035,53.22044508,59.67380631,67.10267533,71.55201099,74.76954326,83.40629614,104.8442365
187,-0.218404888,60.05057252,0.170361138,44.05712959,48.51660092,50.49824397,53.60800619,60.05057252,67.46172327,71.89809113,75.10525938,83.7105189,105.0513259
188,-0.222888065,60.41858968,0.168973456,44.44460681,48.90170677,50.8814652,53.9873359,60.41858968,67.81207498,72.23583384,75.43304782,84.00852615,105.2601522
189,-0.227896953,60.77790043,0.167620962,44.82545813,49.27929392,51.25684882,54.35842391,60.77790043,68.15379854,72.56530307,75.75296029,84.30029728,105.470265
190,-0.233417136,61.1284271,0.166302467,45.19955402,49.6492607,51.62430241,54.72118822,61.1284271,68.48679067,72.88636398,76.06483138,84.58555283,105.6809028
191,-0.239448984,61.47008534,0.165018604,45.56664995,50.01140847,51.98364767,55.075482,61.47008534,68.8110324,73.19903273,76.36870063,84.86438623,105.892237
192,-0.245987642,61.80285137,0.163773369,45.92626683,50.3653769,52.33457942,55.42108909,61.80285137,69.12673137,73.50365937,76.66502253,85.13753742,106.1057416
193,-0.253028815,62.12671507,0.162569343,46.2780464,50.71090134,52.67687571,55.7578556,62.12671507,69.43404553,73.8005032,76.95412985,85.40553668,106.322441
194,-0.260547236,62.44191955,0.16140974,46.62172646,51.04786288,53.01048099,56.0858246,62.44191955,69.73343881,74.09015487,77.23670217,85.66929108,106.5437398
195,-0.268502861,62.7486497,0.160295441,46.95716542,51.37622666,53.33540409,56.40506862,62.7486497,70.02519187,74.37293522,77.51308144,85.92916719,106.7698779
196,-0.276856371,63.04732123,0.159228171,47.28433414,51.69609948,53.6518094,56.71583875,63.04732123,70.30988404,74.64950829,77.78398692,86.18600795,107.0018642
197,-0.285569951,63.33815076,0.158211366,47.60292294,52.00732299,53.95960488,57.01814555,63.33815076,70.58795717,74.92044453,78.05007909,86.44070392,107.2410973
198,-0.294571112,63.62136424,0.157248646,47.9125526,52.30970264,54.2586743,57.31199074,63.62136424,70.85986008,75.1863079,78.31199669,86.69405964,107.4885852
199,-0.303804823,63.89694451,0.156338942,48.21308932,52.60316178,54.54896027,57.59733957,63.89694451,71.12554814,75.44701371,78.56961536,86.94580175,107.7434391
200,-0.313209771,64.16486254,0.155482096,48.50431279,52.88755623,54.83034681,57.87411323,64.16486254,71.38500474,75.70253037,78.8228825,87.19578032,108.0050283
201,-0.322738356,64.425153,0.154676954,48.78616832,53.16287672,55.10283964,58.14233472,64.425153,71.6382391,75.95283277,79.0717396,87.4438131,108.2726685
202,-0.332333842,64.67806959,0.15392358,49.05865741,53.42921381,55.36656426,58.40217855,64.67806959,71.88555933,76.19824328,79.31651101,87.69019618,108.5463889
203,-0.341936604,64.92420881,0.153220085,49.32221036,53.6870702,55.622049,58.65420523,64.92420881,72.12755334,76.43931978,79.55772155,87.93531996,108.8259743
204,-0.351485896,65.16422032,0.152563831,49.5773712,53.93704783,55.86991439,58.89905571,65.16422032,72.36482606,76.67661305,79.79587035,88.17949412,109.1109579
205,-0.360931353,65.39885292,0.151951743,49.82482682,54.17987678,56.11090314,59.13748458,65.39885292,72.59807027,76.91075769,80.03153871,88.42311115,109.4009866
206,-0.370212084,65.62858861,0.151380948,50.06503556,54.41605044,56.34551713,59.36999821,65.62858861,72.82768422,77.14207366,80.26497688,88.66618052,109.6951382
207,-0.379270643,65.8536317,0.150848481,50.29826651,54.64584708,56.57403188,59.59685951,65.8536317,73.05375112,77.37054422,80.49608313,88.90831943,109.991999
208,-0.388069125,66.07418987,0.150352863,50.52470533,54.86947341,56.79665974,59.81828507,66.07418987,73.2764388,77.59629817,80.72495088,89.14949652,110.2910355
209,-0.396590558,66.29017177,0.149890972,50.74449077,55.08701774,57.01346312,60.03429242,66.29017177,73.49550492,77.81898981,80.95115375,89.38904409,110.5908235
210,-0.404816716,66.50182376,0.149460036,50.9579918,55.298828,57.22477726,60.24519286,66.50182376,73.711096,78.03869319,81.17470742,89.62679627,110.8905861
211,-0.412751345,66.70918928,0.149057339,51.16545927,55.50510295,57.43077621,60.45111996,66.70918928,73.92314227,78.25526614,81.39541527,89.86240187,111.1895326
212,-0.420391054,66.91235133,0.148678447,51.36731333,55.70618365,57.6317621,60.6523101,66.91235133,74.1315225,78.46845126,81.61291507,90.0951905,111.4860571
213,-0.42773007,67.11119089,0.148320174,51.5637109,55.90216155,57.82779435,60.84876899,67.11119089,74.33595225,78.67785386,81.82672711,90.32443218,111.7786617
214,-0.434765939,67.30586833,0.147982682,51.75474131,56.09314381,58.01898854,61.04062601,67.30586833,74.53663107,78.88369853,82.03709471,90.55042231,112.0677741
215,-0.441500073,67.4963891,0.147664059,51.94056241,56.27925049,58.20544673,61.22795353,67.4963891,74.73347868,79.08584911,82.24383914,90.77285863,112.3527197
216,-0.447943568,67.68257921,0.14736234,52.12121673,56.4604657,58.38712649,61.41066694,67.68257921,74.92621537,79.28396127,82.44656869,90.99121943,112.6326319
217,-0.454106327,67.864501,0.14707526,52.29695421,56.63699085,58.5642067,61.58890852,67.864501,75.11480506,79.47793678,82.64513874,91.20522918,112.9068659
218,-0.459991068,68.04197436,0.146800877,52.46779915,56.80879845,58.7366355,61.76258664,68.04197436,75.29895584,79.66741161,82.83913058,91.41431175,113.1743795
219,-0.465586928,68.21476134,0.146540058,52.6334629,56.97561297,58.90414351,61.93144187,68.21476134,75.47845497,79.85218784,83.02835672,91.61830521,113.4350473
220,-0.470923239,68.38301485,0.146291564,52.79421127,57.13766271,59.06694376,62.09566514,68.38301485,75.6534256,80.03237838,83.21292627,91.81732417,113.6890984
221,-0.475977,68.54634716,0.14605684,52.94956838,57.29449723,59.22459702,62.25483452,68.54634716,75.82351516,80.20764881,83.39251635,92.01106857,113.9362229
222,-0.480749238,68.70472881,0.145836468,53.09945099,57.44604462,59.3770373,62.40889451,68.70472881,75.9887311,80.37803205,83.56717974,92.19965031,114.1767091
223,-0.485249224,68.8584166,0.14563104,53.24401012,57.59247899,59.52445057,62.5580516,68.8584166,76.14940119,80.54390509,83.73733219,92.38360204,114.4114598
224,-0.48947634,69.00772526,0.145441319,53.38341006,57.73400278,59.66705716,62.70255539,69.00772526,76.30592244,80.70571781,83.90346342,92.5635269,114.6413952
225,-0.49342245,69.15266053,0.145268345,53.51753898,57.87053452,59.80478973,62.84236147,69.15266053,76.45836214,80.86357605,84.06570778,92.73963788,114.8669291
226,-0.497083037,69.29331745,0.14511206,53.64645755,58.00214523,59.93772373,62.97755198,69.29331745,76.60682825,81.01759431,84.22418389,92.91206158,115.0881821
227,-0.500447795,69.42968225,0.144972833,53.77009489,58.128781,60.06581255,63.10809147,69.42968225,76.75132896,81.16779205,84.37891834,93.0808389,115.3051913
228,-0.503516151,69.5618631,0.144851769,53.88842546,58.25044853,60.1890785,63.23402828,69.5618631,76.89205095,81.31440782,84.53018939,93.2463636,115.5186897
229,-0.506289252,69.68984108,0.14475081,54.00125316,58.36699224,60.30738622,63.35526153,69.68984108,77.02908694,81.45760995,84.67822411,93.4090372,115.7296163
230,-0.508769544,69.81369309,0.144671383,54.10850363,58.4783727,60.4207136,63.47179853,69.81369309,77.16260827,81.59763365,84.82330731,93.56929177,115.9388577
231,-0.510949558,69.93319001,0.144614594,54.20987697,58.58430707,60.5287861,63.58337855,69.93319001,77.29242661,81.73431706,84.96529711,93.72704211,116.1464831
232,-0.512828791,70.04858206,0.144579903,54.30560388,58.68503318,60.63184428,63.69024595,70.04858206,77.41879568,81.86791424,85.104447,93.8825366,116.3527023
233,-0.514396596,70.15969358,0.144567926,54.39546473,58.78034413,60.72968684,63.79220804,70.15969358,77.54155734,81.99827619,85.24061379,94.03564387,116.5573818
234,-0.515652905,70.26629722,0.144578554,54.47928279,58.87004917,60.82211677,63.88905799,70.26629722,77.66046021,82.12513682,85.37352058,94.18605692,116.76013
235,-0.516596157,70.36813288,0.144611461,54.55687335,58.95394415,60.9089209,63.98056799,70.36813288,77.77520354,82.24816905,85.50282028,94.33337065,116.960366
236,-0.517235791,70.46511617,0.144665944,54.62824113,59.03200854,60.99006757,64.06668902,70.46511617,77.88566351,82.36722629,85.62835022,94.47738106,117.1577957
237,-0.517595887,70.55757427,0.144741596,54.6937089,59.10456004,61.06587371,64.14773873,70.55757427,77.99219273,82.48268425,85.75050673,94.6185567,117.3531838
238,-0.51770657,70.64563874,0.14483786,54.75347248,59.17176898,61.13650007,64.22386523,70.64563874,78.09492111,82.59468146,85.86943924,94.75709694,117.5469968
239,-0.517601747,70.72955809,0.144953634,54.80787507,59.23394553,61.2022437,64.29534694,70.72955809,78.19407861,82.70344567,85.98537839,94.8932597,117.7396992
240,-0.517313687,70.80923255,0.145086654,54.85709355,59.29118823,61.26316847,64.36219379,70.80923255,78.28944432,82.80868673,86.09798571,95.02658535,117.9305962
241,-0.516877093,70.88461149,0.145233554,54.90144859,59.34371675,61.3194484,64.42450739,70.88461149,78.38079036,82.91007036,86.20685012,95.15645831,118.1185872
242,-0.516314855,70.95536664,0.145391504,54.94097908,59.39147191,61.37097961,64.48211229,70.95536664,78.4676059,83.00697342,86.31126608,95.28194725,118.3021584
243,-0.515639621,71.02104659,0.14555943,54.97545371,59.43416153,61.41744267,64.53464625,71.02104659,78.54933674,83.09878028,86.41057363,95.40227414,118.4802474
244,-0.514845156,71.08104781,0.145738159,55.00431969,59.4712176,61.45826313,64.58152501,71.08104781,78.62535825,83.18485399,86.50412696,95.51676917,118.6521198
245,-0.513916531,71.13488164,0.1459288,55.0270732,59.50214114,61.4929441,64.62225478,71.13488164,78.69518467,83.26470844,86.59143861,95.6249359,118.8172145
246,-0.512849462,71.18216695,0.146130997,55.04344553,59.52663533,61.5211755,64.65650364,71.18216695,78.75837108,83.33785671,86.67198935,95.72616025,118.974626
247,-0.511637744,71.22224089,0.146345211,55.0528737,59.54410992,61.54235488,64.68364981,71.22224089,78.81420513,83.40355529,86.74501242,95.81960929,119.1233287
248,-0.510313622,71.25613787,0.146568944,55.05644339,59.555636,61.55754674,64.7047476,71.25613787,78.86370224,83.46281114,86.81151027,95.90628157,119.2643776
249,-0.5088674,71.28276743,0.146802652,55.05325735,59.56026436,61.56577839,64.71878685,71.28276743,78.90567415,83.51437426,86.87018665,95.98474917,119.3959638
250,-0.507318626,71.30266098,0.147044675,55.04391587,59.55857664,61.56762297,64.72632716,71.30266098,78.94062067,83.55872646,86.92151093,96.05545149,119.5184813
251,-0.505675338,71.31572686,0.147294913,55.02837667,59.55051484,61.56301593,64.72729436,71.31572686,78.96843441,83.59575336,86.9653649,96.1182651,119.6318301
252,-0.503968048,71.32328921,0.147551616,55.00787988,59.53733945,61.55322742,64.7229747,71.32328921,78.99049259,83.62686971,87.00319345,96.17472967,119.7378889
253,-0.502202651,71.3247522,0.147814975,54.98196456,59.51854951,61.53773929,64.71282378,71.3247522,79.00614513,83.65139555,87.03429625,96.22409553,119.835821
254,-0.500399933,71.32113244,0.148082686,54.95166649,59.49517799,61.5175825,64.69786866,71.32113244,79.01639409,83.67032358,87.05965912,96.26733056,119.9265628
255,-0.498576871,71.31313111,0.148352716,54.91774601,59.46797144,61.49349673,64.67883736,71.31313111,79.02190638,83.68429896,87.07991115,96.30501966,120.0105912
256,-0.49674681,71.30133251,0.148623837,54.88079314,59.43751887,61.46607028,64.65631694,71.30133251,79.02326359,83.69390237,87.09563276,96.33774517,120.0885156
257,-0.494913359,71.28705505,0.148895461,54.84188632,59.40496655,61.4364793,64.63153016,71.28705505,79.0218934,83.70062667,87.10836401,96.36717398,120.1623227
258,-0.493072849,71.27074102,0.14916667,54.80144498,59.37074537,61.4051585,64.60491615,71.27074102,79.01823155,83.7048985,87.11852241,96.39368877,120.2322401
259,-0.4912206,71.2533685,0.149436369,54.76031354,59.33574303,61.37301332,64.57740631,71.2533685,79.01329799,83.70775673,87.1271577,96.41835631,120.2992979
260,-0.489358163,71.23583949,0.149703135,54.71931718,59.30081142,61.34090614,64.54987793,71.23583949,79.00801334,83.7101283,87.13519911,96.44210282,120.364357
261,-0.487495721,71.21937164,0.149964994,54.6795874,59.26711057,61.31000847,64.52351911,71.21937164,79.00362205,83.7132704,87.14391167,96.46620908,120.4287092
262,-0.485641704,71.20479217,0.150219289,54.64201271,59.23551999,61.28119374,64.49919125,71.20479217,79.00089739,83.71791687,87.15399746,96.49127885,120.4926343
263,-0.48379562,71.19289004,0.150464044,54.60737296,59.2068304,61.25525538,64.4776895,71.19289004,79.00060519,83.72481158,87.16618072,96.51796801,120.5565186
264,-0.481956476,71.18413118,0.150696344,54.57628305,59.1816278,61.23276338,64.45955484,71.18413118,79.00310045,83.73423057,87.18067453,96.54629623,120.6197441
265,-0.480142277,71.17919501,0.150913691,54.54951838,59.16066493,61.21445928,64.44550994,71.17919501,79.00900707,83.74676217,87.19804064,96.57675109,120.6826059
266,-0.478385236,71.17829594,0.151115715,54.52733219,59.14417434,61.20056871,64.43577268,71.17829594,79.01855849,83.76266401,87.21856047,96.60970571,120.7458998
267,-0.476711309,71.18211418,0.151303273,54.51021294,59.13268476,61.19164147,64.43092995,71.18211418,79.03257136,83.78285016,87.2432262,96.6463951,120.8116916
268,-0.475140972,71.19054062,0.151477013,54.49805378,59.12607859,61.18755759,64.43086119,71.19054062,79.05097193,83.80728001,87.27202702,96.6869136,120.8805088
269,-0.473700132,71.20407334,0.151637615,54.49122084,59.12474622,61.18872126,64.43599608,71.20407334,79.07436468,83.83663675,87.30571032,96.73221266,120.9540265
270,-0.472379949,71.22188403,0.151790313,54.48858953,59.12762655,61.19410441,64.44536431,71.22188403,79.10212095,83.87042949,87.34389325,96.78223416,121.0332122
271,-0.471182377,71.24361831,0.151940016,54.48944801,59.13408561,61.20311316,64.45844155,71.24361831,79.13412472,83.90870686,87.38675378,96.83754614,121.1198797
272,-0.470094712,71.26869573,0.152090918,54.49294874,59.14333685,61.2149915,64.47452391,71.26869573,79.16996236,83.95116736,87.43407703,96.89818901,121.2148429
273,-0.469104945,71.29681865,0.152245233,54.49864058,59.15496658,61.22934381,64.4932457,71.29681865,79.20942365,83.99765738,87.48575226,96.96417433,121.3184585
274,-0.468200006,71.32757067,0.152404133,54.50607372,59.16853382,61.24573321,64.51417668,71.32757067,79.25210753,84.04778435,87.54139251,97.03512773,121.4303603
275,-0.467365149,71.36075001,0.152567567,54.5150697,59.18385892,61.26397827,64.53713097,71.36075001,79.2977819,84.10129145,87.60071989,97.11070065,121.5499272
276,-0.466591634,71.39580374,0.152735469,54.52519458,59.20047814,61.28360121,64.56160772,71.39580374,79.3458262,84.15751337,87.66303464,97.19009186,121.6760432
277,-0.465885717,71.4326056,0.152908818,54.53627459,59.21822424,61.30443936,64.58745347,71.4326056,79.39615935,84.21640339,87.72831838,97.27337381,121.8091048
278,-0.465254572,71.47101945,0.153088223,54.54816377,59.23694851,61.32634411,64.61452148,71.47101945,79.44866907,84.2778697,87.79649709,97.36053302,121.9493352
279,-0.464704424,71.51056797,0.15327339,54.560536,59.25628152,61.34892703,64.64239387,71.51056797,79.50281257,84.34133205,87.86696427,97.45089646,122.0959246
280,-0.464239906,71.55140694,0.153463704,54.57357469,59.2763995,61.372361,64.67123809,71.55140694,79.55873201,84.40692452,87.93984831,97.54457812,122.2489601
281,-0.463861783,71.59346439,0.15365786,54.58734463,59.29733414,61.39666173,64.70104322,71.59346439,79.61627564,84.47444284,88.01490475,97.64121657,122.4077335
282,-0.463564691,71.63641618,0.153853834,54.60177187,59.3189523,61.42166714,64.73159853,71.63641618,79.67496766,84.54330943,88.09147728,97.7399225,122.5706357
283,-0.46332612,71.68022559,0.154050187,54.61691568,59.34130075,61.44741501,64.76292326,71.68022559,79.73467658,84.6133199,88.16930101,97.84023527,122.7364953
284,-0.463121871,71.72437042,0.154244853,54.6325187,59.36406632,61.47356295,64.79462369,71.72437042,79.79469418,84.68363436,88.24743106,97.94088641,122.9029594
285,-0.462937072,71.76856012,0.154437674,54.64834542,59.38700443,61.49986089,64.82643913,71.76856012,79.85468143,84.75387706,88.32546138,98.04137213,123.0691688
286,-0.462763861,71.81303168,0.154629467,54.66448724,59.41024627,61.52645793,64.85854707,71.81303168,79.91494456,84.82439584,88.4037699,98.14215089,123.2357767
287,-0.462595474,71.85745461,0.15482037,54.68066695,59.43350184,61.55305793,64.89064106,71.85745461,79.97512044,84.89480525,88.48195367,98.24276656,123.4021517
288,-0.46242913,71.90184869,0.155010922,54.69684544,59.45674713,61.5796439,64.92271559,71.90184869,80.03526026,84.96517639,88.56009863,98.34334692,123.5685365
