Month,L,M,S,C3,C10,C15,C25,C50,C75,C85,C90,C97,C99.9
189,1,162.3719,0.04195,149.5608721,153.64261,155.3122327,157.7776123,162.3719,166.9661877,169.4315673,171.10119,175.1829279,183.4210211
190,1,162.4239,0.04189,149.6270985,153.7043037,155.3720723,157.8347141,162.4239,167.0130859,169.4757277,171.1434963,175.2207015,183.4496465
191,1,162.4717,0.04182,149.6925228,153.7641127,155.4295844,157.8888345,162.4717,167.0545655,169.5138156,171.1792873,175.2508772,183.4684889
192,1,162.5156,0.04176,149.7513093,153.8181562,155.4816878,157.9380732,162.5156,167.0931268,169.5495122,171.2130438,175.2798907,183.4879296
193,1,162.556,0.0417,149.8068803,153.8688935,155.530448,157.9839138,162.556,167.1280862,169.581552,171.2431065,175.3051197,183.503403
194,1,162.5933,0.04164,149.8596031,153.9167025,155.5762469,158.0267447,162.5933,167.1598553,169.6103531,171.2698975,175.3269969,183.5153625
195,1,162.6276,0.04158,149.909569,153.961677,155.6191798,158.0666628,162.6276,167.1885372,169.6360202,171.293523,175.345631,183.5239227
196,1,162.6594,0.04152,149.9572379,154.0042899,155.6597245,158.1041537,162.6594,167.2146463,169.6590755,171.3145101,175.3615621,183.5296494
197,1,162.689,0.04147,149.9998256,154.0427396,155.6964816,158.1384113,162.689,167.2395887,169.6815184,171.3352604,175.3781744,183.5379099
198,1,162.7165,0.04141,150.0435429,154.0812899,155.7329183,158.1717272,162.7165,167.2612728,169.7000817,171.3517101,175.3894571,183.5387642
199,1,162.7425,0.04136,150.0828222,154.1163382,155.766236,158.2024894,162.7425,167.2825106,169.718764,171.3686618,175.4021778,183.5429457
200,1,162.767,0.0413,150.1237842,154.1520553,155.7998076,158.232893,162.767,167.301107,169.7341924,171.3819447,175.4102158,183.5403979
201,1,162.7904,0.04125,150.1606753,154.184648,155.830642,158.2611312,162.7904,167.3196688,169.750158,171.396152,175.4201247,183.5416313
202,1,162.8126,0.04119,150.199526,154.2181935,155.8620176,158.2893024,162.8126,167.3358976,169.7631824,171.4070065,175.425674,183.5364735
203,1,162.834,0.04114,150.234581,154.2488979,155.8909423,158.3155994,162.834,167.3524006,169.7770577,171.4191021,175.433419,183.5354377
204,1,162.8545,0.04109,150.2688096,154.2787524,155.9190076,158.3410227,162.8545,167.3679773,169.7899924,171.4302476,175.4401904,183.533381
205,1,162.8743,0.04104,150.302396,154.3079463,155.9464048,158.3657668,162.8743,167.3828332,169.8021952,171.4406537,175.446204,183.5305291
206,1,162.8935,0.04099,150.3354325,154.3365743,155.9732295,158.3899289,162.8935,167.3970711,169.8137705,171.4504257,175.4515675,183.5269952
207,1,162.912,0.04094,150.3678265,154.3645415,155.999386,158.4134115,162.912,167.4105885,169.824614,171.4594585,175.4561735,183.5226668
208,1,162.93,0.04089,150.3997623,154.3920373,156.0250655,158.4364092,162.93,167.4235908,169.8349345,171.4679627,175.4602377,183.5177695
209,1,162.9476,0.04084,150.4313323,154.4191563,156.0503638,158.4590191,162.9476,167.4361809,169.8448362,171.4760437,175.4638677,183.5124161
210,1,162.9649,0.0408,150.4595636,154.4439048,156.0736876,158.4802393,162.9649,167.4495607,169.8561124,171.4858952,175.4702364,183.5117555
211,1,162.9817,0.04075,150.4904012,154.4702698,156.0982232,158.5020734,162.9817,167.4613266,169.8651768,171.4931302,175.4729988,183.5054911
212,1,162.9983,0.04071,150.5179916,154.4943585,156.1208796,158.5226148,162.9983,167.4739852,169.8757204,171.5022415,175.4786084,183.5040334
213,1,163.0144,0.04066,150.5481887,154.5200641,156.144748,158.5437703,163.0144,167.4850297,169.884052,171.5087359,175.4806113,183.4969712
214,1,163.03,0.04062,150.5748607,154.5432085,156.1664493,158.563341,163.03,167.496659,169.8935507,171.5167915,175.4851393,183.4943793
215,1,163.0451,0.04058,150.6010733,154.5658805,156.1876731,158.5824261,163.0451,167.5077739,169.9025269,171.5243195,175.4891267,183.4912208
216,1,163.0595,0.04053,150.6297083,154.58998,156.2099174,158.6019311,163.0595,167.5170689,169.9090826,171.52902,175.4892917,183.482232
217,1,163.0733,0.04049,150.6547247,154.6114227,156.2298983,158.6197535,163.0733,167.5268465,169.9167017,171.5351773,175.4918753,183.477603
218,1,163.0862,0.04045,150.6789115,154.6320135,156.2490181,158.6367012,163.0862,167.5356988,169.9233819,171.5403865,175.4934885,183.4719582
219,1,163.0982,0.04041,150.7022688,154.6517522,156.2672766,158.6527741,163.0982,167.5436259,169.9291234,171.5446478,175.4941312,183.4652977
220,1,163.1092,0.04037,150.7247037,154.6705438,156.284578,158.6678749,163.1092,167.5505251,169.933822,171.5478562,175.4936963,183.4575095
221,1,163.1192,0.04034,150.7431482,154.6862978,156.2992314,158.6809033,163.1192,167.5574967,169.9391686,171.5521022,175.4952518,183.4536348
222,1,163.1279,0.0403,150.7634606,154.7029103,156.3143305,158.6937677,163.1279,167.5620323,169.9414695,171.5528897,175.4923394,183.4432552
223,1,163.1355,0.04026,150.7827575,154.7184805,156.3283763,158.7055625,163.1355,167.5654375,169.9426237,171.5525195,175.4882425,183.4316366
224,1,163.1418,0.04023,150.7977855,154.7307277,156.339486,158.7149925,163.1418,167.5686075,169.944114,171.5528723,175.4858145,183.423596
225,1,163.1469,0.04019,150.8147735,154.743928,156.3511369,158.7243558,163.1469,167.5694442,169.9426631,171.549872,175.4790265,183.4091636
226,1,163.1508,0.04016,150.8275843,154.7538997,156.3599473,158.7314513,163.1508,167.5701487,169.9416527,171.5477003,175.4740157,183.3984227
227,1,163.1534,0.04012,150.8422622,154.7647295,156.369203,158.7383827,163.1534,167.5684173,169.937597,171.5420705,175.4645378,183.3811781
228,1,163.1548,0.04009,150.8527624,154.7723302,156.3756178,158.7430462,163.1548,167.5665538,169.9339822,171.5372698,175.4568376,183.3676261
229,1,163.1548,0.04009,150.8527624,154.7723302,156.3756178,158.7430462,163.1548,167.5665538,169.9339822,171.5372698,175.4568376,183.3676261
