Months,L,M,S,C3,C10,C15,C25,C50,C75,C85,C90,C97,C99.9
11.86036961,-0.3628,16.3748,0.08801,13.9432399,14.66114506,14.96933688,15.44077774,16.3748,17.38754181,17.96640362,18.37342892,19.42286405,21.80384562
11.89322382,-0.3638,16.3705,0.088,13.94000234,14.65756386,14.96561569,15.43685137,16.3705,17.38288756,17.96157127,18.36848214,19.41766391,21.79829797
11.92607803,-0.3647,16.3663,0.08799,13.93683198,14.65406319,14.96197982,15.43301657,16.3663,17.37833638,17.95684086,18.36363524,19.4125535,21.79279077
11.95893223,-0.3656,16.3621,0.08798,13.93366131,14.65056234,14.95834382,15.4291817,16.3621,17.37378523,17.9521105,18.35878838,19.40744309,21.78728343
11.99178645,-0.3665,16.3578,0.08797,13.9304052,14.64697178,14.95461626,15.42525245,16.3578,17.36912794,17.94727045,18.35382935,19.40221407,21.78164279
12.02464066,-0.3674,16.3536,0.08796,13.92723395,14.64347059,14.95098,15.42141743,16.3536,17.36457687,17.94254016,18.34898255,19.39710367,21.77613517
12.05749486,-0.3683,16.3494,0.08795,13.9240624,14.63996922,14.9473436,15.41758233,16.3494,17.36002584,17.93780992,18.3441358,19.39199326,21.77062741
12.09034908,-0.3692,16.3452,0.08794,13.92089056,14.63646768,14.94370708,15.41374715,16.3452,17.35547484,17.93307971,18.33928907,19.38688286,21.7651195
12.12320329,-0.3701,16.341,0.08793,13.91771843,14.63296597,14.94007043,15.4099119,16.341,17.35092388,17.92834954,18.33444238,19.38177245,21.75961145
12.15605749,-0.371,16.3368,0.08792,13.914546,14.62946408,14.93643364,15.40607657,16.3368,17.34637296,17.92361941,18.32959573,19.37666205,21.75410326
12.18891171,-0.3719,16.3326,0.08791,13.91137328,14.62596202,14.93279672,15.40224117,16.3326,17.34182207,17.91888932,18.32474911,19.37155165,21.74859494
12.22176591,-0.3727,16.3284,0.0879,13.90818272,14.62245101,14.92915375,15.39840306,16.3284,17.33726808,17.91415149,18.31989022,19.36641245,21.74299404
12.25462012,-0.3736,16.3242,0.08789,13.90500942,14.6189486,14.92551658,15.39456751,16.3242,17.33271727,17.90942148,18.31504368,19.36130207,21.73748544
12.28747434,-0.3745,16.32,0.08788,13.90183583,14.61544603,14.92187927,15.39073189,16.32,17.3281665,17.90469152,18.31019717,19.35619168,21.7319767
12.32032854,-0.3754,16.3158,0.08787,13.89866195,14.61194328,14.91824184,15.38689618,16.3158,17.32361576,17.89996159,18.3053507,19.35108129,21.72646782
12.35318275,-0.3763,16.3117,0.08786,13.89557296,14.60852992,14.91469571,15.38315471,16.3117,17.31917123,17.89534141,18.30061645,19.34608951,21.72109196
12.38603696,-0.3772,16.3075,0.08785,13.8923985,14.60502683,14.91105801,15.37931886,16.3075,17.31462057,17.89061156,18.29577005,19.34097913,21.7155828
12.41889117,-0.378,16.3034,0.08784,13.88929145,14.60160438,14.90750572,15.37557462,16.3034,17.31017298,17.8859837,18.29102359,19.3359586,21.71011431
12.45174538,-0.3789,16.2992,0.08783,13.88611641,14.59810095,14.90386777,15.37173862,16.2992,17.30562239,17.88125393,18.28617726,19.33084823,21.70460488
12.48459959,-0.3798,16.2951,0.08782,13.88302628,14.59468691,14.90032113,15.36799685,16.2951,17.30117801,17.87663391,18.28144315,19.32585646,21.69922847
12.5174538,-0.3806,16.291,0.08782,13.8796728,14.59108465,14.89661924,15.36415105,16.291,17.2968499,17.87219805,18.27694152,19.32122372,21.69450724
12.550308,-0.3815,16.2868,0.08781,13.87649699,14.58758077,14.89298096,15.36031486,16.2868,17.29229939,17.86746837,18.27209526,19.31611332,21.6889974
12.58316222,-0.3824,16.2827,0.0878,13.87340609,14.58416629,14.88943398,15.3565729,16.2827,17.2878551,17.86284843,18.26736122,19.31112152,21.68362059
12.61601643,-0.3832,16.2786,0.08779,13.87029748,14.58074291,14.88588099,15.35282826,16.2786,17.28340772,17.85822079,18.26261496,19.30610101,21.67815136
12.64887063,-0.3841,16.2745,0.08778,13.86720602,14.57732809,14.88233377,15.34908616,16.2745,17.27896349,17.85360093,18.25788099,19.30110921,21.67277428
12.68172485,-0.385,16.2704,0.08777,13.86411427,14.5739131,14.87878641,15.34534398,16.2704,17.27451931,17.84898111,18.25314706,19.29611742,21.66739707
12.71457906,-0.3858,16.2663,0.08776,13.86100485,14.57048924,14.87523305,15.34159912,16.2663,17.27007204,17.84435359,18.24840091,19.29109695,21.66192746
12.74743326,-0.3867,16.2622,0.08775,13.85791254,14.56707392,14.87168545,15.3378568,16.2622,17.26562792,17.83973385,18.24366705,19.28610516,21.65654998
12.78028748,-0.3875,16.2582,0.08774,13.85488779,14.56373931,14.8682233,15.33420611,16.2582,17.2612869,17.83521612,18.23903317,19.28120331,21.65121331
12.81314168,-0.3884,16.2541,0.08773,13.85179492,14.56032366,14.86467544,15.33046365,16.2541,17.25684285,17.83059646,18.23429938,19.27621153,21.64583556
12.84599589,-0.3892,16.25,0.08772,13.84868441,14.55689915,14.86112159,15.3267185,16.25,17.25239573,17.82596911,18.2295534,19.27119111,21.64036548
12.87885011,-0.3901,16.246,0.08771,13.8456762,14.55357275,14.85766494,15.32307021,16.246,17.24805793,17.82145923,18.22493186,19.26631793,21.63512063
12.91170431,-0.3909,16.2419,0.0877,13.84256516,14.55014792,14.85411085,15.31932492,16.2419,17.24361089,17.81683196,18.22018596,19.26129753,21.62965031
12.94455852,-0.3917,16.2379,0.08769,13.83953909,14.54681251,14.85064809,15.31567388,16.2379,17.23927005,17.81231444,18.21555228,19.25639574,21.62431305
12.97741273,-0.3926,16.2339,0.08769,13.83628564,14.54330711,14.84704249,15.31192444,16.2339,17.23505137,17.80799607,18.211175,19.25190973,21.61981544
13.01026694,-0.3934,16.2298,0.08768,13.83317388,14.53988186,14.84348808,15.30817897,16.2298,17.23060441,17.8033689,18.20642918,19.24688933,21.61434475
13.04312115,-0.3943,16.2258,0.08767,13.83016438,14.5365547,14.84003086,15.30453034,16.2258,17.22626676,17.79885918,18.20180778,19.24201613,21.60909926
13.07597536,-0.3951,16.2218,0.08766,13.82713732,14.53321872,14.83656766,15.30087905,16.2218,17.22192604,17.79434179,18.19717421,19.23711434,21.60376151
13.10882957,-0.3959,16.2178,0.08765,13.82411001,14.52988258,14.83310435,15.2972277,16.2178,17.21758536,17.78982444,18.19254069,19.23221257,21.59842365
13.14168377,-0.3968,16.2138,0.08764,13.82109968,14.52655493,14.82964676,15.29357886,16.2138,17.21324782,17.78531484,18.1879194,19.22733939,21.59317776
13.17453799,-0.3976,16.2099,0.08763,13.81815708,14.52330807,14.82627467,15.29002168,16.2099,17.20901338,17.78090727,18.18339812,19.22255622,21.58797284
13.2073922,-0.3984,16.2059,0.08762,13.81512898,14.51997146,14.82281101,15.28637012,16.2059,17.20467281,17.77639004,18.17876472,19.21765449,21.58263463
13.2402464,-0.3992,16.2019,0.08761,13.81210062,14.5166347,14.81934722,15.28271848,16.2019,17.20033228,17.77187286,18.17413135,19.21275277,21.57729631
13.27310062,-0.4001,16.198,0.08761,13.8089308,14.51321801,14.81583244,15.27906301,16.198,17.19621984,17.7676642,18.16986618,19.20838495,21.57293071
13.30595483,-0.4009,16.194,0.0876,13.805902,14.50988098,14.81236846,15.27541126,16.194,17.19187935,17.76314706,18.16523285,19.20348321,21.56759213
13.33880903,-0.4017,16.1901,0.08759,13.80295819,14.50663341,14.80899583,15.27185378,16.1901,17.18764507,17.75873966,18.16071173,19.19870007,21.56238663
13.37166325,-0.4025,16.1862,0.08758,13.80001412,14.50338568,14.80562308,15.26829622,16.1862,17.18341082,17.7543323,18.15619065,19.19391693,21.55718102
13.40451745,-0.4033,16.1822,0.08757,13.79698454,14.50004819,14.80215875,15.26464427,16.1822,17.17907045,17.7498153,18.15155744,19.18901524,21.55184212
13.43737166,-0.4041,16.1783,0.08756,13.79403997,14.49680016,14.79878578,15.26108657,16.1783,17.17483627,17.74540802,18.14703645,19.18423214,21.54663628
13.47022588,-0.4049,16.1744,0.08755,13.79109514,14.49355197,14.79541269,15.25752881,16.1744,17.17060213,17.74100079,18.14251549,19.17944905,21.54143034
13.50308008,-0.4057,16.1705,0.08754,13.78815005,14.49030363,14.79203948,15.25397099,16.1705,17.16636802,17.73659359,18.13799457,19.17466598,21.53622428
13.53593429,-0.4066,16.1667,0.08753,13.78530712,14.48715334,14.78876343,15.25051,16.1667,17.1622432,17.7323038,18.133598,19.17002998,21.53124323
13.5687885,-0.4074,16.1628,0.08753,13.78211859,14.48372719,14.78524221,15.24685161,16.1628,17.15812775,17.72808748,18.12932061,19.1656333,21.52678453
13.60164271,-0.4082,16.1589,0.08752,13.77917282,14.48047844,14.7818687,15.24329361,16.1589,17.15389373,17.72368037,18.12479977,19.16085022,21.52157811
13.63449692,-0.409,16.1551,0.08751,13.77631207,14.47731916,14.77858655,15.23982987,16.1551,17.1497659,17.71938299,18.12039113,19.15618573,21.51650478
13.66735113,-0.4098,16.1512,0.0875,13.77336579,14.47407011,14.77521281,15.23627173,16.1512,17.14553195,17.71497597,18.11587036,19.15140267,21.51129814
13.70020534,-0.4106,16.1474,0.08749,13.77050454,14.47091053,14.77193043,15.23280786,16.1474,17.1414042,17.71067867,18.1114618,19.14673821,21.50622458
13.73305954,-0.4114,16.1435,0.08748,13.76755776,14.46766118,14.76855646,15.22924959,16.1435,17.13717032,17.70627173,18.10694111,19.14195518,21.50101772
13.76591376,-0.4121,16.1397,0.08747,13.76467895,14.46449275,14.76526808,15.22578302,16.1397,17.13303955,17.70196685,18.10252051,19.13726231,21.49585209
13.79876797,-0.4129,16.1359,0.08747,13.76157459,14.46115559,14.76183789,15.22221872,16.1359,17.12903032,17.69786024,18.09835526,19.13298396,21.49152577
13.83162217,-0.4137,16.1321,0.08746,13.75871243,14.45799547,14.7585551,15.21875461,16.1321,17.12490268,17.69356307,18.09394681,19.12831951,21.48645177
13.86447639,-0.4145,16.1283,0.08745,13.75585002,14.4548352,14.75527221,15.21529044,16.1283,17.12077508,17.68926594,18.0895384,19.12365508,21.48137767
13.8973306,-0.4153,16.1245,0.08744,13.75298737,14.45167478,14.7519892,15.2118262,16.1245,17.11664751,17.68496885,18.08513003,19.11899066,21.47630345
13.9301848,-0.4161,16.1207,0.08743,13.75012446,14.44851422,14.74870607,15.2083619,16.1207,17.11251998,17.6806718,18.0807217,19.11432625,21.47122912
13.96303902,-0.4169,16.117,0.08742,13.74734661,14.44544313,14.74551433,15.20499186,16.117,17.10849864,17.67648447,18.07642557,19.10978042,21.46628787
13.99589322,-0.4176,16.1132,0.08741,13.74446621,14.44227374,14.74222522,15.20152487,16.1132,17.1043681,17.67217987,18.07200522,19.10508766,21.46112155
14.02874743,-0.4184,16.1095,0.08741,13.74144606,14.43902561,14.73888608,15.19805467,16.1095,17.10046508,17.66818295,18.0679521,19.10092764,21.45692764
14.06160165,-0.4192,16.1057,0.0874,13.73858226,14.43586451,14.73560255,15.19459013,16.1057,17.09633767,17.66388603,18.06354388,19.09626325,21.45185287
14.09445585,-0.42,16.102,0.08739,13.73580351,14.43279289,14.73241041,15.19121987,16.102,17.09231644,17.65969883,18.05924786,19.09171743,21.44691119
14.12731006,-0.4208,16.0983,0.08738,13.73302452,14.42972113,14.72921815,15.18784954,16.0983,17.08829524,17.65551166,18.05495188,19.08717163,21.4419694
14.16016427,-0.4215,16.0946,0.08737,13.73022834,14.42664072,14.72602004,15.1844766,16.0946,17.08427102,17.65131691,18.05064386,19.0825975,21.43693578
14.19301848,-0.4223,16.0909,0.08736,13.72744888,14.42356868,14.72282757,15.18110614,16.0909,17.08024989,17.64712983,18.04634795,19.07805172,21.43199379
14.22587269,-0.4231,16.0872,0.08736,13.72442781,14.42032004,14.71948806,15.17763574,16.0872,17.07634692,17.64313292,18.04229479,19.0738915,21.42779922
14.2587269,-0.4238,16.0835,0.08735,13.72163102,14.41723926,14.71628967,15.17426264,16.0835,17.07232278,17.63893827,18.03798686,19.06931738,21.4227653
14.29158111,-0.4246,16.0798,0.08734,13.71885091,14.41416683,14.71309691,15.17089202,16.0798,17.06830173,17.63475127,18.03369103,19.06477161,21.41782298
14.32443531,-0.4254,16.0762,0.08733,13.71615588,14.4111839,14.70999554,15.16761568,16.0762,17.06438687,17.63067398,18.02950738,19.06034442,21.41301375
14.35728953,-0.4261,16.0725,0.08732,13.71335839,14.40810271,14.70679684,15.16424239,16.0725,17.06036283,17.62647945,18.02519958,19.05577037,21.40797956
14.39014374,-0.4269,16.0689,0.08731,13.71066289,14.4051195,14.70369525,15.16096592,16.0689,17.05644803,17.62240224,18.02101601,19.0513432,21.40317012
14.42299794,-0.4276,16.0652,0.08731,13.70762406,14.40186189,14.70034965,15.15749278,16.0652,17.05254206,17.61839775,18.01695078,19.04715448,21.39888325
14.45585216,-0.4284,16.0616,0.0873,13.70492817,14.39887845,14.6972479,15.15421622,16.0616,17.04862731,17.61432058,18.01276725,19.0427273,21.39407361
14.48870637,-0.4292,16.058,0.08729,13.70223204,14.39589487,14.69414603,15.1509396,16.058,17.04471259,17.61024345,18.00858375,19.03830013,21.38926385
14.52156057,-0.4299,16.0544,0.08728,13.69951882,14.39290269,14.69103835,15.14766037,16.0544,17.04079485,17.60615877,18.00438826,19.0338447,21.38436239
14.55441479,-0.4307,16.0508,0.08727,13.69682223,14.38991883,14.68793628,15.14438362,16.0508,17.0368802,17.60208172,18.00020484,19.02941756,21.37955242
14.58726899,-0.4314,16.0472,0.08727,13.69386804,14.38675049,14.6846819,15.14100468,16.0472,17.03308041,17.59818691,17.99625175,19.02534727,21.37539828
14.6201232,-0.4322,16.0436,0.08726,13.69117105,14.3837664,14.68157966,15.13772783,16.0436,17.0291658,17.59410991,17.99206836,19.02092011,21.37058811
14.65297742,-0.4329,16.04,0.08725,13.68845702,14.38077372,14.6784716,15.13444838,16.04,17.02524818,17.59002536,17.987873,19.01646473,21.36568627
14.68583162,-0.4337,16.0365,0.08724,13.68584491,14.37787901,14.67546065,15.13126576,16.0365,17.02143979,17.58605809,17.98380183,19.01215616,21.3610091
14.71868583,-0.4344,16.0329,0.08723,13.68313043,14.37488607,14.67235239,15.1279862,16.0329,17.01752223,17.58197363,17.97960654,19.00770081,21.35610708
14.75154004,-0.4351,16.0294,0.08722,13.68050108,14.37198266,14.66933554,15.12480093,16.0294,17.01371086,17.57799886,17.97552344,19.00336405,21.35133819
14.78439425,-0.4359,16.0258,0.08722,13.67756286,14.36882228,14.66608652,15.12142433,16.0258,17.00991417,17.57411166,17.97158235,18.99932182,21.34727499
14.81724846,-0.4366,16.0223,0.08721,13.67493314,14.36591865,14.66306951,15.11823896,16.0223,17.00610284,17.57013695,17.96749929,18.99498506,21.3425059
14.85010267,-0.4374,16.0188,0.0872,13.67231997,14.3630233,14.66005808,15.11505606,16.0188,17.00229458,17.56616984,17.96342827,18.99067651,21.33782822
14.88295688,-0.4381,16.0153,0.08719,13.66968982,14.36011941,14.65704087,15.11187058,16.0153,16.99848332,17.56219521,17.95934529,18.98633979,21.33305895
14.91581109,-0.4388,16.0118,0.08718,13.66705945,14.35721538,14.65402356,15.10868504,16.0118,16.99467209,17.55822061,17.95526235,18.98200309,21.3282896
14.9486653,-0.4396,16.0083,0.08718,13.66420588,14.35414428,14.65086577,15.10540264,16.0083,16.99098158,17.55444308,17.95143337,18.97807924,21.32435909
14.98151951,-0.4403,16.0048,0.08717,13.66157515,14.35124004,14.6478483,15.102217,16.0048,16.98717039,17.55046854,17.94735048,18.97374254,21.31958955
15.01437371,-0.441,16.0013,0.08716,13.6589442,14.34833567,14.64483072,15.09903131,16.0013,16.98335924,17.54649403,17.94326762,18.96940586,21.31481992
15.04722793,-0.4418,15.9979,0.08715,13.65641511,14.34552923,14.64191024,15.09594243,15.9979,16.9796573,17.54263678,17.93930891,18.96521591,21.31027484
15.08008214,-0.4425,15.9944,0.08714,13.65378373,14.3426246,14.63889246,15.09275662,15.9944,16.97584622,17.53866235,17.93522614,18.96087927,21.30550504
15.11293634,-0.4432,15.991,0.08714,13.65099814,14.33963441,14.63582026,15.08956591,15.991,16.97225884,17.53498694,17.9314973,18.95704566,21.30161582
15.14579056,-0.4439,15.9875,0.08713,13.64836641,14.33672957,14.63280232,15.08638001,15.9875,16.96844781,17.53101256,17.92741457,18.95270903,21.29684583
15.17864476,-0.4447,15.9841,0.08712,13.64583651,14.33392264,14.62988148,15.08329092,15.9841,16.96474597,17.52715543,17.92345597,18.94851909,21.29230036
15.21149897,-0.4454,15.9807,0.08711,13.64328972,14.33110722,14.62695487,15.08019926,15.9807,16.96104114,17.52329078,17.91948545,18.94430104,21.28766341
15.24435319,-0.4461,15.9773,0.08711,13.64050364,14.32811675,14.62388247,15.07700845,15.9773,16.95745379,17.51961538,17.91575659,18.94046732,21.28377383
15.27720739,-0.4468,15.9739,0.0871,13.6379565,14.32530112,14.6209557,15.07391669,15.9739,16.953749,17.51575078,17.91178612,18.93624927,21.2791367
15.3100616,-0.4475,15.9705,0.08709,13.63540916,14.32248536,14.61802884,15.07082489,15.9705,16.95004424,17.51188623,17.90781568,18.93203125,21.27449949
15.34291581,-0.4482,15.9671,0.08708,13.6328616,14.31966947,14.61510189,15.06773302,15.9671,16.94633952,17.50802171,17.90384528,18.92781324,21.2698622
15.37577002,-0.449,15.9638,0.08707,13.63041584,14.31695149,14.61227201,15.06473798,15.9638,16.94274399,17.50427442,17.89999898,18.92374189,21.26544935
15.40862423,-0.4497,15.9604,0.08707,13.62762914,14.31396067,14.60919935,15.06154702,15.9604,16.93915668,17.50059903,17.89627012,18.91990804,21.26155933
15.44147844,-0.4504,15.9571,0.08706,13.6251664,14.31123413,14.60636368,15.05854937,15.9571,16.93555816,17.49684425,17.89241193,18.9158086,21.25705497
15.47433265,-0.4511,15.9537,0.08705,13.62261808,14.30841779,14.60343637,15.0554573,15.9537,16.93185355,17.49297986,17.88844165,18.91159063,21.25241732
15.50718686,-0.4518,15.9504,0.08704,13.62015494,14.305691,14.6006005,15.05245955,15.9504,16.9282551,17.48922516,17.88458353,18.90749123,21.24791281
15.54004107,-0.4525,15.9471,0.08704,13.61745314,14.3027896,14.59761918,15.04936285,15.9471,16.92477395,17.48565943,17.88096678,18.90377582,21.24415565
15.57289528,-0.4532,15.9438,0.08703,13.61498966,14.30006261,14.59478317,15.04636501,15.9438,16.92117554,17.48190478,17.87710871,18.89967642,21.23965096
15.60574948,-0.4539,15.9405,0.08702,13.61252598,14.29733551,14.59194705,15.0433671,15.9405,16.91757716,17.47815016,17.87325067,18.89557703,21.23514618
15.6386037,-0.4546,15.9372,0.08701,13.6100621,14.29460827,14.58911085,15.04036915,15.9372,16.91397882,17.47439558,17.86939267,18.89147767,21.23064133
15.67145791,-0.4553,15.9339,0.08701,13.60735983,14.29170661,14.58612933,15.03727235,15.9339,16.9104977,17.47082987,17.86577591,18.88776216,21.22688383
15.70431211,-0.456,15.9307,0.087,13.604981,14.28906887,14.58338452,15.03436867,15.9307,16.90700553,17.46718498,17.86203008,18.88378134,21.22251202
15.73716633,-0.4567,15.9274,0.08699,13.60251658,14.28634131,14.58054807,15.03137057,15.9274,16.90340726,17.46343048,17.85817216,18.87968199,21.2180069
15.77002053,-0.4574,15.9241,0.08698,13.60005195,14.28361363,14.57771152,15.02837242,15.9241,16.89980902,17.45967603,17.85431428,18.87558267,21.2135017
15.80287474,-0.4581,15.9209,0.08698,13.59743461,14.28080141,14.57482136,15.02536989,15.9209,16.89643406,17.45621996,17.85080963,18.87198559,21.20987709
15.83572896,-0.4588,15.9177,0.08697,13.59505506,14.27816323,14.57207621,15.02246602,15.9177,16.89294199,17.4525752,17.84706391,18.86800481,21.20550493
15.86858316,-0.4595,15.9145,0.08696,13.5926753,14.27552493,14.56933097,15.0195621,15.9145,16.88944995,17.44893047,17.84331822,18.86402404,21.20113269
15.90143737,-0.4602,15.9112,0.08695,13.59020994,14.27279681,14.56649409,15.01656374,15.9112,16.88585182,17.44517613,17.83946045,18.85992475,21.19662715
15.93429158,-0.4609,15.908,0.08695,13.58759214,14.26998432,14.56360374,15.01356111,15.908,16.88247688,17.44172008,17.83595579,18.85632757,21.19300221
15.96714579,-0.4616,15.9049,0.08694,13.58529727,14.26743541,14.5609498,15.01075142,15.9049,16.87909105,17.43818507,17.8323223,18.85246535,21.18876294
16,-0.4623,15.9017,0.08693,13.58291679,14.26479667,14.55820423,15.00784731,15.9017,16.87559911,17.43454046,17.82857672,18.84848462,21.18439036
16.03285421,-0.4629,15.8985,0.08692,13.58051965,14.26214954,14.55545297,15.00494065,15.8985,16.8721042,17.43088839,17.82481932,18.84447595,21.17992658
16.06570842,-0.4636,15.8953,0.08692,13.5779014,14.2593368,14.55256243,15.00193791,15.8953,16.86872929,17.42743235,17.82131464,18.84087867,21.17630131
16.09856263,-0.4643,15.8922,0.08691,13.57560582,14.25678747,14.54990818,14.99912804,15.8922,16.86534356,17.42389746,17.81768126,18.83701649,21.17206171
16.13141684,-0.465,15.8891,0.0869,13.57331005,14.25423801,14.54725383,14.99631811,15.8891,16.86195785,17.42036261,17.81404792,18.83315433,21.16782203
16.16427105,-0.4657,15.8859,0.08689,13.57092865,14.25159873,14.54450784,14.99341374,15.8859,16.85846605,17.41671815,17.81030249,18.82917365,21.16344905
16.19712525,-0.4663,15.8828,0.08689,13.56837895,14.24886719,14.54170309,14.99050281,15.8828,16.85519429,17.41336428,17.80689807,18.82566687,21.1598656
16.22997947,-0.467,15.8797,0.08688,13.56608267,14.24631743,14.53904851,14.98769274,15.8797,16.85180865,17.4098295,17.8032648,18.82180473,21.15562568
16.26283368,-0.4677,15.8766,0.08687,13.56378619,14.24376755,14.53639384,14.98488262,15.8766,16.84842305,17.40629476,17.79963156,18.8179426,21.15138567
16.29568788,-0.4684,15.8735,0.08686,13.56148952,14.24121755,14.53373909,14.98207245,15.8735,16.84503747,17.40276006,17.79599836,18.8140805,21.14714558
16.3285421,-0.469,15.8704,0.08686,13.5589394,14.23848578,14.53093417,14.97916142,15.8704,16.84176574,17.39940621,17.79259394,18.81057364,21.14356185
16.3613963,-0.4697,15.8673,0.08685,13.55664242,14.2359356,14.52827927,14.97635117,15.8673,16.8383802,17.39587155,17.78896078,18.80671154,21.1393216
16.39425051,-0.4704,15.8643,0.08684,13.55443069,14.23347502,14.52571584,14.97363525,15.8643,16.83510082,17.39244656,17.78543976,18.80296797,21.1352145
16.42710473,-0.4711,15.8612,0.08683,13.55213332,14.23092461,14.52306077,14.97082489,15.8612,16.83171535,17.38891197,17.78180667,18.7991059,21.13097408
16.45995893,-0.4717,15.8582,0.08683,13.54966824,14.22828232,14.52034724,14.96800815,15.8582,16.82854976,17.38566776,17.77851435,18.7957175,21.12752331
16.49281314,-0.4724,15.8552,0.08682,13.547456,14.22582145,14.51778359,14.9652921,15.8552,16.82527044,17.38224285,17.77499341,18.79197395,21.12341596
16.52566735,-0.4731,15.8521,0.08681,13.54515814,14.22327073,14.51512828,14.96248161,15.8521,16.82188504,17.37870834,17.77136039,18.7881119,21.1191753
16.55852156,-0.4737,15.8491,0.08681,13.54269276,14.22062829,14.51241464,14.9596648,15.8491,16.81871947,17.37546414,17.76806807,18.78472344,21.11572433
16.59137577,-0.4744,15.8461,0.0868,13.54048004,14.21816712,14.50985076,14.95694862,15.8461,16.81544022,17.37203931,17.76454719,18.78097991,21.11161674
16.62422998,-0.4751,15.8431,0.08679,13.53826712,14.21570583,14.5072868,14.95423238,15.8431,16.812161,17.36861451,17.76102635,18.77723639,21.10750907
16.65708419,-0.4757,15.8401,0.08678,13.5360377,14.21323622,14.5047172,14.95151363,15.8401,16.80887883,17.36518229,17.75749374,18.77346505,21.10331038
16.6899384,-0.4764,15.8372,0.08678,13.5336737,14.21069149,14.5021005,14.94879359,15.8372,16.80582239,17.36205519,17.75432533,18.77022288,21.1000833
16.72279261,-0.477,15.8342,0.08677,13.53144399,14.20822171,14.49953077,14.94607476,15.8342,16.80254025,17.35862302,17.75079276,18.76645155,21.09588446
16.75564682,-0.4777,15.8313,0.08676,13.52931586,14.20584975,14.49705807,14.94345273,15.8313,16.79936725,17.35530795,17.74738412,18.76282659,21.09190971
16.78850102,-0.4783,15.8283,0.08676,13.52684981,14.20320692,14.49434415,14.94063577,15.8283,16.79620172,17.35206378,17.7440918,18.759438,21.08845827
16.82135524,-0.479,15.8254,0.08675,13.52472138,14.20083479,14.49187131,14.93801367,15.8254,16.79302875,17.34874876,17.7406832,18.75581304,21.08448337
16.85420945,-0.4797,15.8224,0.08674,13.5225073,14.1983728,14.48930682,14.93529713,15.8224,16.7897497,17.34532415,17.73716254,18.75206958,21.08037514
16.88706365,-0.4803,15.8195,0.08673,13.52036224,14.19599226,14.48682828,14.93267246,15.8195,16.78657381,17.34200176,17.73374222,18.74841684,21.07630919
16.91991787,-0.481,15.8166,0.08673,13.51799752,14.19344713,14.4842113,14.92995227,15.8166,16.78351741,17.33887466,17.73057378,18.7451745,21.0730816
16.95277207,-0.4816,15.8137,0.08672,13.51585218,14.19106642,14.48173263,14.92732753,15.8137,16.78034155,17.33555232,17.7271535,18.74152177,21.0690155
16.98562628,-0.4823,15.8108,0.08671,13.51372291,14.18869378,14.47925941,14.9247052,15.8108,16.77716871,17.33223744,17.72374504,18.73789686,21.0650402
17.0184805,-0.4829,15.808,0.08671,13.51142712,14.18623005,14.47672836,14.92207687,15.808,16.77421545,17.32921254,17.72067691,18.73474517,21.06185478
17.0513347,-0.4836,15.8051,0.0867,13.50929756,14.18385723,14.47425501,14.91945447,15.8051,16.77104265,17.3258977,17.71726848,18.73112026,21.05787932
17.08418891,-0.4842,15.8022,0.08669,13.50715159,14.18147614,14.47177605,14.91682956,15.8022,16.76786689,17.32257547,17.71384832,18.72746759,21.05381294
17.11704312,-0.4848,15.7994,0.08668,13.50509094,14.1791847,14.4693886,14.914299,15.7994,16.76479727,17.3193629,17.71054029,18.72393346,21.04987975
17.14989733,-0.4855,15.7965,0.08668,13.5027255,14.17663917,14.46677133,14.91157864,15.7965,16.76174091,17.31623581,17.70737183,18.72069095,21.04665165
17.18275154,-0.4861,15.7937,0.08667,13.50066457,14.17434755,14.46438375,14.90904801,15.7937,16.75867133,17.31302328,17.70406384,18.71715682,21.04271831
17.21560575,-0.4868,15.7909,0.08666,13.49861966,14.17206399,14.4620016,14.90651978,15.7909,16.75560476,17.3098182,17.70076764,18.71365047,21.0388757
17.24845996,-0.4874,15.7881,0.08666,13.49632324,14.1695999,14.45947029,14.90389131,15.7881,16.75265154,17.30679332,17.6976995,18.71049865,21.03568985
17.28131417,-0.488,15.7853,0.08665,13.49426186,14.16730802,14.4570825,14.90136055,15.7853,16.74958203,17.30358087,17.69439159,18.70696456,21.0317563
17.31416838,-0.4887,15.7825,0.08664,13.4922165,14.16502418,14.45470015,14.8988322,15.7825,16.74651552,17.30037586,17.69109545,18.70345822,21.02791346
17.34702259,-0.4893,15.7797,0.08664,13.4899198,14.16255994,14.45216872,14.89620367,15.7797,16.74356232,17.29735099,17.68802731,18.70030635,21.02472743
17.37987679,-0.49,15.7769,0.08663,13.48787415,14.16027593,14.44978624,14.89367525,15.7769,16.74049584,17.29414602,17.68473121,18.69680001,21.02088444
17.41273101,-0.4906,15.7742,0.08662,13.48589766,14.15807343,14.44748976,14.89123873,15.7742,16.73753253,17.2910433,17.68153549,18.69338447,21.01708386
17.44558522,-0.4912,15.7714,0.08662,13.48360071,14.15560905,14.44495823,14.88861014,15.7714,16.73457935,17.28801844,17.67846734,18.69023255,21.01389764
17.47843942,-0.4919,15.7687,0.08661,13.48164009,14.15341452,14.44266713,14.88617599,15.7687,16.73161905,17.28492315,17.6752834,18.68684473,21.01018767
17.51129364,-0.4925,15.7659,0.0866,13.47957767,14.15112201,14.44027886,14.88364495,15.7659,16.72854969,17.28171089,17.67197567,18.68331071,21.00625364
