Month,L,M,S,P3,P10,P15,P25,P50,P75,P85,P90,P97,P99.9
167,-0.411979181,50.73184534,0.18529655,36.63135257,40.44716635,42.17068408,44.9110758,50.73184534,57.67748772,61.96841643,65.13452295,73.90372256,97.47996214
168,-0.422324721,51.00036623,0.183976585,36.92438834,40.73430221,42.45489139,45.19040298,51.00036623,57.93333549,62.21702403,65.37822876,74.13639269,97.70790529
169,-0.433333049,51.26020892,0.182670156,37.21230972,41.01513407,42.73231111,45.46224396,51.26020892,58.179614,62.45580652,65.612067,74.35973534,97.93289694
170,-0.44497876,51.51136906,0.181381986,37.49468156,41.28934198,43.00267604,45.72641575,51.51136906,58.41652886,62.68509685,65.83646339,74.57442933,98.15630787
171,-0.457253737,51.75389464,0.180115076,37.77124017,41.55674493,43.26584309,45.98283605,51.75389464,58.64428486,62.90519765,66.05179363,74.78105908,98.3793876
172,-0.470132818,51.98790881,0.178872112,38.04176478,41.81722017,43.5217328,46.23149264,51.98790881,58.86315256,63.11646318,66.25847048,74.98018799,98.60308521
173,-0.483529953,52.21323174,0.177657484,38.30560161,42.07026111,43.76990092,46.47203443,52.21323174,59.07310535,63.31893258,66.45656741,75.17192281,98.82719368
174,-0.497383104,52.42926956,0.176472615,38.56202152,42.31519484,44.00969542,46.70383641,52.42926956,59.27353809,63.51196742,66.64540872,75.35543083,99.0501245
175,-0.511601747,52.63537191,0.175321723,38.81003192,42.55113979,44.24028081,46.9261306,52.63537191,59.46389143,63.6950365,66.82447013,75.530146,99.27079159
176,-0.526115235,52.83139844,0.174206577,39.04920591,42.77776541,44.46136574,47.13868204,52.83139844,59.64409119,63.86808073,66.9936911,75.69594936,99.48856511
177,-0.540839762,53.01752152,0.173129424,39.27930257,42.99496274,44.67289621,47.34151786,53.01752152,59.81443216,64.03144199,67.15343415,75.85319837,99.70336269
178,-0.555727311,53.19388158,0.172088938,39.50035096,43.20281074,44.87496899,47.53475696,53.19388158,59.97503522,64.18520472,67.3037451,76.00178146,99.91432246
179,-0.570689737,53.36052787,0.171084993,39.71217948,43.40122484,45.06753243,47.71839149,53.36052787,60.12595086,64.32938256,67.44459162,76.14145485,100.1200202
180,-0.585632362,53.5175428,0.17011608,39.91472797,43.59021613,45.25062211,47.89248579,53.5175428,60.26720319,64.46391848,67.57583411,76.27174704,100.3183163
181,-0.600470617,53.66559844,0.169180174,40.10843659,43.77031765,45.42480589,48.05765373,53.66559844,60.39946026,64.58943625,67.69804254,76.39298189,100.5081236
182,-0.61512047,53.80549124,0.1682748,40.29388128,43.94219542,45.5907833,48.21463862,53.80549124,60.52350713,64.70667102,67.81189324,76.50557113,100.6883319
183,-0.629517828,53.93799324,0.167397359,40.47167205,44.10652736,45.74925723,48.3641756,53.93799324,60.64010074,64.81633616,67.91804981,76.60995727,100.858107
184,-0.643595033,54.06415263,0.16654677,40.64253524,44.26414602,45.90110375,48.50720394,54.06415263,60.75037019,64.91958162,68.01766218,76.70721633,101.0176899
185,-0.657313136,54.18456689,0.165721227,40.8069595,44.41558235,46.04686985,48.64429222,54.18456689,60.85491514,65.01698899,68.11128825,76.79778967,101.1667499
186,-0.67061785,54.29969933,0.164920965,40.96518525,44.5611469,46.18689555,48.77582421,54.29969933,60.95426618,65.10911302,68.19949091,76.88221365,101.3052845
187,-0.683462442,54.40952875,0.164145804,41.11713036,44.70078288,46.32113346,48.90176481,54.40952875,61.04839388,65.19590326,68.28219535,76.96030038,101.4323544
188,-0.695777008,54.51403454,0.16339629,41.26263448,44.83438015,46.44949335,49.02205158,54.51403454,61.13729197,65.27733979,68.359359,77.03188084,101.5468356
189,-0.707510127,54.61304151,0.162671613,41.40153767,44.96178633,46.5718236,49.13653045,54.61304151,61.22072799,65.35313455,68.4306416,77.09641293,101.6470808
190,-0.718593381,54.70683842,0.161972498,41.53391049,45.08314165,46.68829349,49.24541368,54.70683842,61.29905099,65.42365375,68.49641069,77.15420909,101.7326611
191,-0.72895243,54.79503692,0.161299301,41.65932767,45.19804414,46.79850862,49.34831476,54.79503692,61.37183216,65.48841922,68.55613801,77.20453244,101.8015843
192,-0.738500494,54.87736843,0.160652462,41.77743261,45.3061771,46.9021667,49.44494928,54.87736843,61.43877625,65.54709041,68.60943366,77.24677495,101.8518565
193,-0.74715961,54.95416387,0.160031208,41.88841824,45.40778836,46.99953631,49.53561342,54.95416387,61.50020819,65.59995912,68.65654884,77.28099377,101.8822174
194,-0.754875111,55.02579916,0.159432997,41.9926628,45.50327316,47.09101622,49.62070606,55.02579916,61.55643149,65.6472569,68.69764723,77.30709093,101.891153
195,-0.761583222,55.09263094,0.158855812,42.09048598,45.59297949,47.17696289,49.7005915,55.09263094,61.60774654,65.68922085,68.73290389,77.32499294,101.8771879
196,-0.76724445,55.15479459,0.158297305,42.1820967,45.67710977,47.25757261,49.77545208,55.15479459,61.65419969,65.72582269,68.76222491,77.33437182,101.8388607
197,-0.771866404,55.21255294,0.157756267,42.26779518,45.75595159,47.33312769,49.84556257,55.21255294,61.69604879,65.75732296,68.78587586,77.33552082,101.7766272
198,-0.775493516,55.26609838,0.157232299,42.3478263,45.82972135,47.40383483,49.91111866,55.26609838,61.73352279,65.78399795,68.80418114,77.32896112,101.6920828
199,-0.778165169,55.31577097,0.156725876,42.42248234,45.89870891,47.4699862,49.97242097,55.31577097,61.76705197,65.80636006,68.81772788,77.3155557,101.5874379
200,-0.779929551,55.36153939,0.156235786,42.49189075,45.96298782,47.53163333,50.02948945,55.36153939,61.79657742,65.82435472,68.82647647,77.2953653,101.4635698
201,-0.780823157,55.40366493,0.155760932,42.55637811,46.02285914,47.58906738,50.0826019,55.40366493,61.82236651,65.83826998,68.83073973,77.26881988,101.3216924
202,-0.780872801,55.4420874,0.155299927,42.61602876,46.07836422,47.64231095,50.13175238,55.4420874,61.84430992,65.84797717,68.83038121,77.23579598,101.1620755
203,-0.780117018,55.47725415,0.154852116,42.6712847,46.12993739,47.69179683,50.17737399,55.47725415,61.8629014,65.854018,68.82598886,77.1970655,100.986535
204,-0.778610646,55.51029679,0.154416867,42.72313505,46.17859335,47.738554,50.22052254,55.51029679,61.87940326,65.85776147,68.81902487,77.15442223,100.7984636
205,-0.776404037,55.54166991,0.153992745,42.77209481,46.2248222,47.78306309,50.26166616,55.54166991,61.89428279,65.85970201,68.81001469,77.10853449,100.5994831
206,-0.773542456,55.57166417,0.153578734,42.81851813,46.26895251,47.82564281,50.30111056,55.57166417,61.90784053,65.86016472,68.79931204,77.05988987,100.3909836
207,-0.770067795,55.60097929,0.153173518,42.8630894,46.31166652,47.86697566,50.33954059,55.60097929,61.92081675,65.85993054,68.78773697,77.00946411,100.1748418
208,-0.766021304,55.6304625,0.15277603,42.90659005,46.35375676,47.90786051,50.37776725,55.6304625,61.93412558,65.85997103,68.77631257,76.95847134,99.95326799
209,-0.761464579,55.66077929,0.152386453,42.94960671,46.39581531,47.94889542,50.41640306,55.66077929,61.94854143,65.86115639,68.76599534,76.90818446,99.72910256
210,-0.756465439,55.69260744,0.152006738,42.99262579,46.43835724,47.99061369,50.4560175,55.69260744,61.96493317,65.86451087,68.757944,76.86023121,99.50608796
211,-0.751080614,55.72615506,0.151639266,43.03572561,46.48147449,48.03311837,50.49673801,55.72615506,61.98366102,65.87052185,68.75275729,76.81560281,99.28700089
212,-0.745374184,55.76133811,0.151286084,43.07878834,46.52503636,48.0762781,50.53843896,55.76133811,62.00474685,65.87930979,68.7506457,76.77484164,99.07397664
213,-0.739402317,55.79817607,0.150948135,43.12183688,46.56904867,48.12009472,50.58112094,55.79817607,62.02827429,65.89102241,68.75181703,76.73838257,98.86857045
214,-0.733216535,55.8370288,0.150626747,43.16512355,46.61377682,48.16484327,50.62507931,55.8370288,62.05472051,65.90623277,68.75692719,76.70716766,98.67295629
215,-0.726863816,55.87820286,0.150322485,43.20890339,46.65947753,48.21078411,50.67058402,55.87820286,62.08446652,65.92538569,68.76647717,76.68189583,98.48870285
216,-0.720375929,55.92178975,0.150035397,43.25327885,46.70624355,48.25800718,50.71772265,55.92178975,62.11762522,65.94861675,68.78062414,76.66280599,98.31643419
217,-0.713769422,55.96782335,0.149765642,43.2982794,46.75410225,48.3065397,50.76652321,55.96782335,62.15424503,65.97598749,68.79944124,76.65001194,98.15642495
218,-0.707051315,56.01623398,0.149512874,43.34387539,46.80301387,48.35633718,50.81693346,56.01623398,62.19423333,66.0073897,68.82280798,76.64335466,98.00836143
219,-0.70022836,56.06665223,0.149276983,43.38978861,46.85267535,48.4070854,50.86862149,56.06665223,62.2371756,66.04238046,68.85026006,76.64230795,97.87151202
220,-0.69332234,56.11903218,0.14905808,43.43599594,46.90305274,48.45874666,50.92154509,56.11903218,62.28303201,66.08092934,68.88177671,76.64688944,97.7460715
221,-0.68635853,56.17355223,0.148856416,43.48264265,46.95429441,48.51147213,50.97586174,56.17355223,62.33201926,66.12328392,68.91763174,76.65746055,97.63273358
222,-0.679356271,56.23020315,0.148671984,43.52973825,47.0064011,48.56525951,51.03156543,56.23020315,62.38413216,66.16944551,68.9578331,76.67405485,97.53163617
223,-0.672322442,56.28897641,0.148505622,43.57721754,47.05931974,48.62006205,51.08862046,56.28897641,62.4394003,66.21946978,69.00245673,76.69680761,97.44307311
224,-0.665245888,56.34949956,0.148357931,43.62472479,47.11269201,48.6755199,51.14666392,56.34949956,62.49743297,66.2729502,69.05108184,76.72524543,97.36630408
225,-0.658117985,56.41157958,0.148229449,43.67205018,47.16631429,48.73143189,51.20549809,56.41157958,62.55803696,66.32968957,69.1035061,76.75914065,97.30092577
226,-0.650933198,56.47504376,0.148121054,43.71897944,47.21998338,48.78759995,51.26493309,56.47504376,62.62105833,66.38954394,69.15959186,76.79836697,97.24677447
227,-0.64369535,56.54008698,0.148034526,43.76553171,47.27376091,48.84410626,51.32508528,56.54008698,62.68679494,66.45287916,69.21975704,76.84349357,97.20485621
228,-0.636416615,56.60693808,0.147970464,43.81184487,47.32780589,48.90112023,51.38614179,56.60693808,62.75553195,66.52001826,69.28435391,76.89495841,97.17585498
229,-0.629107375,56.675713,0.147930349,43.85790447,47.38213333,48.9586717,51.4481578,56.675713,62.8274688,66.59121754,69.35368303,76.95319352,97.16059907
230,-0.621771454,56.746071,0.147914599,43.90340732,47.43642856,49.01644123,51.51080669,56.746071,62.9022487,66.66611004,69.42736954,77.01779903,97.15857657
231,-0.614400623,56.81723251,0.147923893,43.94767562,47.48998683,49.07371185,51.57335191,56.81723251,62.97903653,66.74382319,69.50451134,77.08778126,97.16845246
232,-0.606984552,56.8884267,0.147959699,43.98997942,47.54206586,49.12973617,51.63503833,56.8884267,63.05704222,66.82355373,69.5842945,77.1622907,97.18921402
233,-0.599510202,56.95868662,0.148022683,44.02948983,47.59180102,49.18363317,51.69495833,56.95868662,63.13522131,66.90420485,69.66558104,77.24006288,97.21914481
234,-0.591966902,57.02720171,0.148112578,44.06556899,47.63851165,49.23470197,51.75237767,57.02720171,63.21266124,66.98479446,69.74733417,77.31989335,97.25645766
235,-0.584348032,57.09318608,0.14823062,44.09749789,47.68145895,49.28219539,51.80653635,57.09318608,63.28854606,67.06448762,69.82870447,77.40088917,97.30009946
236,-0.576651184,57.15591778,0.148375307,44.12480918,47.72011203,49.32555255,51.85682416,57.15591778,63.36200763,67.14231874,69.9086508,77.48178361,97.34807017
237,-0.56886552,57.21451925,0.148547673,44.14672458,47.7536656,49.36395614,51.90240469,57.21451925,63.43211683,67.21732469,69.98618372,77.56150756,97.39902308
238,-0.56099551,57.26885212,0.148746468,44.16322296,47.78207011,49.39734296,51.94319202,57.26885212,63.49866498,67.28924916,70.0610096,77.63965443,97.45217372
239,-0.553035269,57.31840837,0.148971868,44.17388302,47.80488224,49.42525948,51.97871592,57.31840837,63.56109406,67.3575001,70.13250965,77.71552338,97.506534
240,-0.544994476,57.36324348,0.149222746,44.17883546,47.82221396,49.4478088,52.00906491,57.36324348,63.61941643,67.42206119,70.20064535,77.78900981,97.5617848
241,-0.5368766,57.40315563,0.149498143,44.17799369,47.83394997,49.46486208,52.0340878,57.40315563,63.67336397,67.48262012,70.26507018,77.85966502,97.61714645
242,-0.528693785,57.43840962,0.149796771,44.17166843,47.84039007,49.47671379,52.05407016,57.43840962,63.72317371,67.53939517,70.32598783,77.92764908,97.67263632
243,-0.520457035,57.46939141,0.150117436,44.16025638,47.8419297,49.48375838,52.06940435,57.46939141,63.76922071,67.59275301,70.38375797,77.99329872,97.72850299
244,-0.51216777,57.496399,0.150459339,44.14404476,47.83886208,49.48629104,52.08038769,57.496399,63.81179691,67.64297814,70.43865784,78.05686313,97.78486237
245,-0.503840727,57.52020441,0.150822029,44.12367928,47.83186593,49.48500568,52.08773863,57.52020441,63.85174087,67.6909516,70.49160044,78.11934657,97.84297932
246,-0.49548605,57.54136517,0.151204628,44.09966472,47.82146141,49.48042909,52.09199421,57.54136517,63.88963248,67.73726601,70.54318728,78.18137276,97.90351895
247,-0.487107206,57.56037375,0.151606285,44.07244375,47.80810744,49.47302688,52.09362974,57.56037375,63.92597863,67.78243398,70.59393365,78.24345776,97.96695122
248,-0.478715956,57.57805625,0.15202616,44.04272539,47.79254554,49.46355501,52.09342393,57.57805625,63.96166069,67.8273704,70.64477889,78.30660737,98.03445031
249,-0.470327122,57.5951126,0.152463145,44.01114509,47.77542897,49.45267467,52.09205043,57.5951126,63.99740971,67.87282553,70.69648745,78.37162549,98.10692555
250,-0.461954652,57.61172402,0.152916075,43.97794416,47.75698264,49.44060338,52.08971509,57.61172402,64.03337822,67.91893459,70.74918198,78.43860071,98.18437722
251,-0.453614851,57.62815623,0.153382916,43.94349604,47.73755248,49.42767415,52.08672989,57.62815623,64.0697745,67.96586949,70.8030072,78.50760108,98.26665874
252,-0.445297861,57.64429249,0.15386213,43.90780631,47.71711846,49.41385354,52.0830377,57.64429249,64.10639493,68.01336475,70.85764812,78.5781582,98.3527787
253,-0.436986458,57.66003056,0.154352699,43.8708423,47.69563751,49.39909171,52.07857525,57.66003056,64.14307266,68.06120418,70.91284771,78.6498829,98.44186557
254,-0.428654584,57.6747847,0.154853828,43.83217332,47.67264695,49.38290906,52.07283301,57.6747847,64.17910938,68.10860857,70.96776173,78.7217281,98.5321757
255,-0.420283911,57.68822396,0.155364176,43.79161549,47.64793278,49.36507561,52.06555249,57.68822396,64.21406748,68.15506416,71.02181541,78.79293015,98.62230921
256,-0.411855877,57.70018023,0.155882333,43.7491137,47.62141973,49.34550435,52.0566248,57.70018023,64.24768686,68.20024318,71.07462613,78.86293393,98.71111764
257,-0.403347892,57.71050111,0.15640638,43.70465558,47.59307091,49.32414398,52.0459715,57.71050111,64.27969989,68.24379333,71.12577292,78.931103,98.79722822
258,-0.394733395,57.71897422,0.156934436,43.65817389,47.56279454,49.30088788,52.03345784,57.71897422,64.30977196,68.28528972,71.17475757,78.99670869,98.87912499
259,-0.3859914,57.7254318,0.157464176,43.6096768,47.53056566,49.27569247,52.01900606,57.7254318,64.33759975,68.32433148,71.22110108,79.05903087,98.95529366
260,-0.377101811,57.72959538,0.15799379,43.55905249,47.49624011,49.24839571,52.00242175,57.72959538,64.36277985,68.36042611,71.26423991,79.11728837,99.02424811
261,-0.368074837,57.7318642,0.158520414,43.50682891,47.46031793,49.21948314,51.98416519,57.7318642,64.38562839,68.3938343,71.30439237,79.17157773,99.08575002
262,-0.358913318,57.73204769,0.159041299,43.45306884,47.4228012,49.18892729,51.9641595,57.73204769,64.40580677,68.42412087,71.34105009,79.2211814,99.13849955
263,-0.349639306,57.7302719,0.159554177,43.39807201,47.38394302,49.15695991,51.94260239,57.7302719,64.42335915,68.45128247,71.37417648,79.26598032,99.18223708
264,-0.340282614,57.72702925,0.160056252,43.34246702,47.34433463,49.12415525,51.92004124,57.72702925,64.43871864,68.47572017,71.40415163,79.30630926,99.21727835
265,-0.330883704,57.72278641,0.16054502,43.28686073,47.30453939,49.09105815,51.89699326,57.72278641,64.45230838,68.49784013,71.43137417,79.34256872,99.24419132
266,-0.321498277,57.71869491,0.161018031,43.23239702,47.26569289,49.05880281,51.87459361,57.71869491,64.46532631,68.51888397,71.45712533,79.37618169,99.26499846
267,-0.312181075,57.71552508,0.161473538,43.1798806,47.22857715,49.02816409,51.85361004,57.71552508,64.47857799,68.53969639,71.48228699,79.40816866,99.2813262
268,-0.302973728,57.71366786,0.161910788,43.12973664,47.19359518,48.99953808,51.83443165,57.71366786,64.492486,68.56073505,71.50735005,79.43914343,99.29431545
269,-0.293876348,57.7130195,0.162330737,43.08182102,47.1606098,48.97279171,51.81693315,57.7130195,64.50698078,68.58195583,71.53229115,79.46914815,99.30423136
270,-0.284899238,57.71420689,0.162734734,43.03652389,47.13006793,48.94839938,51.80163492,57.71420689,64.52283107,68.60422244,71.55804735,79.49933631,99.31288502
271,-0.276051079,57.71789209,0.163123925,42.99427204,47.10245403,48.92687309,51.78909464,57.71789209,64.54083554,68.62842389,71.58557697,79.5308686,99.32203821
272,-0.267338242,57.72473207,0.163499297,42.95549438,47.07825401,48.90872569,51.77986946,57.72473207,64.5617795,68.65542924,71.61581281,79.56486187,99.33334078
273,-0.25876473,57.73515916,0.163861865,42.92044465,47.05776564,48.89427594,51.77431284,57.73515916,64.5861976,68.68584017,71.64940767,79.60211665,99.3480195
274,-0.250334469,57.74940293,0.164212289,42.8892513,47.04114099,48.88368752,51.77260813,57.74940293,64.61438172,68.7199905,71.68672775,79.64309421,99.36681628
275,-0.24204011,57.76753044,0.164551827,42.86185599,47.02835428,48.87694977,51.77476911,57.76753044,64.64646401,68.7580529,71.72797563,79.68807935,99.39022313
276,-0.233866001,57.78939315,0.164881976,42.83800624,47.019182,48.87385213,51.78060556,57.78939315,64.68234226,68.79995162,71.77309395,79.73706019,99.41830836
277,-0.225785523,57.81423833,0.16520405,42.81699442,47.01290871,48.8736746,51.78938883,57.81423833,64.72122465,68.84486522,71.82123676,79.78911179,99.44986114
278,-0.217775277,57.84168492,0.165518688,42.79844526,47.0091636,48.87604692,51.80074762,57.84168492,64.76270572,68.89236666,71.87195814,79.84372358,99.4841195
279,-0.209816264,57.87155521,0.165825962,42.78218483,47.00777824,48.88080148,51.81451364,57.87155521,64.80658366,68.9422329,71.92501653,79.9005912,99.52054059
280,-0.201877073,57.90338682,0.16612563,42.76782849,47.0083587,48.88753717,51.83027066,57.90338682,64.85231824,68.99386458,71.97976406,79.95891298,99.55779669
281,-0.193947694,57.93737261,0.166417321,42.75552637,47.01107215,48.89642744,51.84820037,57.93737261,64.90010589,69.04745583,72.03639119,80.01886175,99.59597077
282,-0.186022426,57.97273122,0.166702062,42.74461188,47.01521877,48.90675798,51.8675662,57.97273122,64.949116,69.10214765,72.09401891,80.07950679,99.6340148
283,-0.178101338,58.00890237,0.166981307,42.73456135,47.02025992,48.91798477,51.88781701,58.00890237,64.99878659,69.15738141,72.15209299,80.14031356,99.67148821
284,-0.170164795,58.04517354,0.167256387,42.72471018,47.02552096,48.92942789,51.90826368,58.04517354,65.04837082,69.21238582,72.20982265,80.20043128,99.70734364
285,-0.162207491,58.08122807,0.16752883,42.71469833,47.03065136,48.94074175,51.9285691,58.08122807,65.09757986,69.26689078,72.2669522,80.25964654,99.74149148
286,-0.154227341,58.11694277,0.167799846,42.70433829,47.03547891,48.95176162,51.94858108,58.11694277,65.14632868,69.32083644,72.32344106,80.31797459,99.77410901
