Month,L,M,S,C3,C10,C15,C25,C50,C75,C85,C90,C97,C99.9
189,1,172.0748,0.04527,157.4237447,162.091736,164.001164,166.8206421,172.0748,177.3289579,180.148436,182.057864,186.7258553,196.1471726
190,1,172.3606,0.04516,157.7208699,162.3852529,164.2932049,167.1105035,172.3606,177.6106965,180.4279951,182.3359471,187.0003301,196.4143647
191,1,172.6345,0.04506,158.0039747,162.665425,164.5721774,167.3877046,172.6345,177.8812954,180.6968226,182.603575,187.2650253,196.6731408
192,1,172.8967,0.04495,158.2797238,162.9368572,164.8418437,167.6547635,172.8967,178.1386365,180.9515563,182.8565428,187.5136762,196.913079
193,1,173.147,0.04484,158.5446849,163.1971471,165.1002229,167.9103213,173.147,178.3836787,181.1937771,183.0968529,187.7493151,197.1392901
194,1,173.3856,0.04473,158.7990339,163.4464783,165.3475016,168.1545692,173.3856,178.6166308,181.4236984,183.3247217,187.9721661,197.3520137
195,1,173.6126,0.04462,159.0428551,163.6849401,165.5837711,168.3876016,173.6126,178.8375984,181.6414289,183.5402599,188.1823449,197.5513757
196,1,173.828,0.04451,159.2761413,163.9125275,165.8090275,168.609416,173.828,179.046584,181.8469725,183.7434725,188.3798587,197.7373878
197,1,174.0321,0.0444,159.4991603,164.1295187,166.023553,168.8203007,174.0321,179.2438993,182.040647,183.9346813,188.5650397,197.910403
198,1,174.2251,0.04429,159.7120884,164.3360975,166.2275346,169.0204473,174.2251,179.4297527,182.2226654,184.1141025,188.7381116,198.0706603
199,1,174.4071,0.04418,159.9150103,164.5323534,166.4210639,169.2099503,174.4071,179.6042497,182.3931361,184.2818466,188.8991897,198.2182845
200,1,174.5784,0.04407,160.1081945,164.7185651,166.6044234,169.3890984,174.5784,179.7677016,182.5523766,184.4382349,189.0486055,198.3536279
201,1,174.7392,0.04396,160.2918176,164.8949165,166.7778004,169.5580832,174.7392,179.9203168,182.7005996,184.5834835,189.1865824,198.4769283
202,1,174.8896,0.04385,160.465965,165.0614977,166.9412867,169.7169995,174.8896,180.0622005,182.8379133,184.7177023,189.313235,198.5883102
203,1,175.0301,0.04375,160.6277972,165.2165332,167.093542,169.8651496,175.0301,180.1950504,182.966658,184.8436668,189.4324028,198.6937605
204,1,175.1609,0.04364,160.7840729,165.3646921,167.2383807,170.0050857,175.1609,180.3167143,183.0834193,184.9571079,189.5377271,198.7827027
205,1,175.2824,0.04353,160.9318641,165.5041066,167.3743688,170.1360143,175.2824,180.4287857,183.1904312,185.0606934,189.6329359,198.861005
206,1,175.3951,0.04343,161.0683255,165.6329973,167.5001628,170.2572356,175.3951,180.5329644,183.2900372,185.1572027,189.7218745,198.934664
207,1,175.4995,0.04332,161.2005064,165.7563269,167.6198718,170.3715984,175.4995,180.6274016,183.3791282,185.2426731,189.7984936,198.9934186
208,1,175.5959,0.04322,161.3220781,165.8698786,167.7301429,170.4770254,175.5959,180.7147746,183.4616571,185.3219214,189.8697219,199.0484604
209,1,175.685,0.04311,161.4402823,165.9788099,167.8352812,170.5765628,175.685,180.7934372,183.5347188,185.3911901,189.9297177,199.0897407
210,1,175.7672,0.04301,161.5488757,166.078994,167.9320255,170.668228,175.7672,180.866172,183.6023745,185.455406,189.9855243,199.1285752
211,1,175.8432,0.04291,161.6518003,166.1733402,168.0228626,170.7538836,175.8432,180.9325164,183.6635374,185.5130598,190.0345997,199.1603368
212,1,175.9133,0.04281,161.7493285,166.2621295,168.1080773,170.83382,175.9133,180.99278,183.7185227,185.5644705,190.0772715,199.1853709
213,1,175.9781,0.04271,161.8420089,166.3459268,168.1882411,170.9086184,175.9781,181.0475816,183.7679589,185.6102732,190.1141911,199.2043622
214,1,176.038,0.04261,161.9302063,166.4251084,168.2637347,170.9786664,176.038,181.0973336,183.8122653,185.6508916,190.1457937,199.2177682
215,1,176.0935,0.04251,162.0143781,166.500145,168.3350346,171.0444487,176.0935,181.1425513,183.8519654,185.686855,190.1726219,199.2261592
216,1,176.1449,0.04241,162.0947977,166.5713187,168.4024263,171.1062557,176.1449,181.1835443,183.8873737,185.7184813,190.1950023,199.2298785
217,1,176.1925,0.04232,162.1684253,166.6366536,168.464369,171.1631897,176.1925,181.2218103,183.920631,185.7483464,190.2165747,199.234714
218,1,176.2368,0.04222,162.2423457,166.7011366,168.5249917,171.2181122,176.2368,181.2554878,183.9486083,185.7724634,190.2312543,199.2303462
219,1,176.2779,0.04213,162.3100209,166.7603446,168.5807363,171.2687426,176.2779,181.2870574,183.9750637,185.7954554,190.2457791,199.2277819
220,1,176.3162,0.04204,162.3751314,166.816913,168.6338105,171.3166573,176.3162,181.3157427,183.9985895,185.815487,190.2572686,199.222031
221,1,176.3518,0.04195,162.4377679,166.8709353,168.6843093,171.3619531,176.3518,181.3416469,184.0192907,185.8326647,190.2658321,199.2132088
222,1,176.3851,0.04185,162.5016149,166.9250497,168.7344426,171.4062079,176.3851,181.3639921,184.0357574,185.8451503,190.2685851,199.1963186
223,1,176.4162,0.04177,162.5568112,166.9725687,168.7788212,171.4459493,176.4162,181.3864507,184.0535788,185.8598313,190.2755888,199.1878273
224,1,176.4453,0.04168,162.6134922,167.0204621,168.82312,171.4849404,176.4453,181.4056596,184.06748,185.8701379,190.2771078,199.1716104
225,1,176.4724,0.04159,162.6683395,167.0664688,168.8655105,171.5219912,176.4724,181.4228088,184.0792895,185.8783312,190.2764605,199.1531202
226,1,176.4976,0.0415,162.7214443,167.1106828,168.9060878,171.5571984,176.4976,181.4380016,184.0891122,185.8845172,190.2737557,199.1324713
227,1,176.5211,0.04142,162.7696701,167.1510307,168.9432132,171.5895655,176.5211,181.4526345,184.0989868,185.8911693,190.2725299,199.1153458
228,1,176.5432,0.04134,162.8166117,167.1900575,168.9790025,171.6205742,176.5432,181.4658258,184.1073975,185.8963425,190.2697883,199.0966297
229,1,176.5432,0.04134,162.8166117,167.1900575,168.9790025,171.6205742,176.5432,181.4658258,184.1073975,185.8963425,190.2697883,199.0966297
